device_angle,distance_to_door,AM_or_PM,mall_or_street,average_person_size,video_walkin,video_walkout,predict_walkin,predict_walkout,wifi_walkin,wifi_walkout,sales_in_next_15_min,sales_in_next_15_to_30_min,groundtruth_walkin
2,2,1,2,1224.0,3,3,5,4,15,9,1,0,1
2,2,0,1,4114.0,0,0,1,1,0,0,0,0,0
2,2,1,1,4077.5,0,1,2,0,0,5,2,0,9
2,2,1,1,890.0,2,2,3,2,6,2,0,2,2
2,1,1,1,1161.0,51,42,23,22,25,26,2,4,92
2,2,1,1,3571.5,0,0,2,2,6,5,0,0,1
2,2,0,2,3057.5,0,1,9,9,1,0,1,2,2
1,1,1,1,3384.5,60,64,25,23,45,51,9,10,81
1,1,1,1,3384.5,1,2,0,1,1,8,0,0,0
3,1,1,1,1327.5,26,28,27,30,22,12,3,3,46
1,1,0,1,3384.5,6,6,11,10,14,6,2,2,9
2,2,1,2,3057.5,0,0,2,2,0,3,0,0,0
3,1,0,1,1327.5,1,2,2,1,3,4,1,1,0
3,2,1,2,1811.0,7,4,11,10,1,4,0,1,10
2,1,1,1,1161.0,7,10,24,25,18,15,2,3,17
2,1,1,1,1161.0,34,34,25,26,40,42,4,6,69
3,1,0,1,2299.5,9,7,12,12,4,5,2,0,9
2,2,1,1,1252.5,11,12,6,12,5,8,0,0,2
2,2,1,2,3057.5,2,3,11,10,13,10,2,3,3
2,2,0,2,1224.0,10,7,4,3,3,2,0,0,3
2,2,0,2,3057.5,4,4,3,5,2,1,1,0,1
2,2,1,1,1073.25,2,2,8,11,2,2,0,0,0
2,2,1,1,2360.5,4,8,3,2,5,7,1,0,2
1,1,0,2,1852.0,1,0,1,1,14,6,0,2,6
2,2,1,1,4077.5,0,0,0,0,1,0,0,0,0
1,1,1,1,3384.5,11,8,23,23,18,17,3,2,21
2,2,1,1,4077.5,5,8,0,1,0,0,1,0,12
2,2,1,1,4077.5,0,0,0,0,1,0,1,0,2
3,1,1,1,1943.0,0,0,0,0,0,0,0,0,0
2,2,0,2,1224.0,10,11,8,8,4,9,0,5,9
2,2,1,1,4376.0,0,0,0,0,1,1,0,1,0
2,2,1,1,4114.0,4,3,2,2,1,0,0,0,6
2,2,1,1,4114.0,1,2,3,2,2,3,0,0,3
3,1,1,1,2299.5,0,0,1,2,0,0,0,0,0
2,2,0,1,890.0,2,2,2,2,6,3,0,1,0
3,1,1,2,1506.0,0,1,10,9,25,30,0,1,1
1,1,1,1,3384.5,12,13,13,17,8,13,3,2,14
2,2,1,1,1073.25,5,13,8,9,0,2,2,3,0
1,1,1,1,3384.5,14,11,14,17,6,6,1,2,15
2,2,1,2,3057.5,10,10,3,3,2,0,1,1,4
2,2,0,1,1252.5,4,7,20,18,3,3,0,1,3
2,2,1,1,2360.5,8,8,3,3,7,4,2,0,8
2,2,0,1,890.0,4,2,8,8,10,11,1,0,4
3,1,1,1,1327.5,44,48,25,27,8,13,8,7,35
1,1,1,2,1852.0,2,2,1,2,2,8,0,0,1
3,1,1,2,1506.0,0,0,5,3,28,30,0,0,0
2,2,1,1,4077.5,0,0,0,0,3,1,1,2,9
1,1,1,1,3384.5,13,17,19,18,10,6,1,1,18
3,1,1,2,1506.0,10,10,7,8,29,27,1,0,21
2,1,0,1,1161.0,14,6,14,12,38,12,2,0,21
2,2,0,1,890.0,0,0,1,1,0,1,0,0,0
2,2,1,1,1252.5,16,11,28,28,2,3,1,1,14
2,2,1,1,2360.5,6,5,5,5,12,11,0,3,8
1,1,1,1,3384.5,35,32,17,20,25,19,4,5,57
3,1,1,1,2299.5,14,13,19,21,3,5,1,1,21
3,1,0,2,1506.0,4,4,4,4,24,24,0,0,2
3,1,0,2,1506.0,5,6,8,7,39,39,3,3,4
2,2,1,1,4077.5,0,0,0,1,0,1,0,0,0
2,2,0,2,3057.5,0,0,4,4,0,0,0,1,1
2,2,1,1,2360.5,3,2,7,8,11,9,0,0,4
3,1,1,1,2299.5,29,32,26,24,26,18,3,4,38
3,1,1,2,1506.0,23,23,10,10,40,44,0,1,12
3,2,1,2,1811.0,5,7,9,8,3,3,1,3,5
2,2,1,1,3571.5,2,1,2,3,3,3,1,1,1
2,2,1,1,2064.333333,16,13,0,0,2,4,0,2,3
3,1,1,2,1506.0,9,15,7,7,43,40,1,1,8
2,2,1,1,2064.333333,15,11,0,0,1,1,0,2,8
2,2,1,1,4077.5,9,5,2,1,4,3,2,2,15
3,2,1,2,1811.0,2,0,5,4,2,3,0,2,3
2,2,1,1,4077.5,10,4,4,9,2,4,3,1,9
2,2,1,1,1252.5,6,9,30,31,4,3,3,0,12
3,1,1,2,1506.0,22,22,9,8,38,43,2,2,9
2,2,1,1,1073.25,10,12,6,6,4,4,3,0,0
2,2,1,1,1252.5,56,51,28,33,7,6,10,7,85
2,2,0,1,3571.5,2,0,2,3,4,2,0,0,3
2,2,1,1,2064.333333,20,18,0,0,4,3,1,0,4
2,2,0,1,4077.5,0,0,1,1,2,3,0,0,0
3,1,1,1,1327.5,54,55,35,37,14,10,2,4,75
2,2,0,1,4077.5,4,4,1,0,4,1,0,1,5
3,2,1,2,1811.0,0,0,0,0,0,0,0,0,0
1,1,1,2,1852.0,0,0,4,3,1,8,0,1,2
3,1,1,1,1943.0,0,0,0,0,0,1,0,0,0
1,1,1,2,1852.0,9,7,3,3,1,2,0,0,10
3,1,0,1,1327.5,29,28,39,39,10,12,0,3,35
3,1,0,2,1506.0,6,5,8,6,32,24,2,2,4
3,1,1,1,1327.5,0,0,0,0,0,0,0,0,0
3,1,1,1,2299.5,10,15,16,16,7,13,1,1,15
2,2,1,1,4376.0,0,0,0,0,4,2,0,0,1
3,2,1,2,1811.0,0,1,11,9,2,2,0,0,0
1,1,1,1,3384.5,17,21,18,21,36,26,3,5,36
3,1,1,1,1943.0,0,0,0,0,0,0,0,0,0
2,2,0,1,1073.25,11,13,10,10,4,4,2,1,5
2,2,1,1,1252.5,11,13,29,33,6,3,1,2,11
3,1,0,2,1506.0,5,5,3,2,17,18,0,1,2
2,2,1,1,1073.25,18,17,11,13,5,7,4,1,1
2,2,1,1,2485.5,0,0,10,10,8,17,0,0,0
2,2,1,1,2485.5,14,11,11,12,24,34,0,0,27
3,1,0,1,1943.0,5,1,5,4,12,7,0,0,5
3,1,1,1,1327.5,0,0,1,2,0,3,0,0,0
2,2,0,1,2064.333333,8,8,0,0,3,0,1,0,1
3,1,0,1,1943.0,2,1,3,2,6,5,0,1,3
2,2,0,2,1224.0,6,5,4,3,6,10,2,1,6
2,1,1,1,1161.0,17,18,29,29,16,19,5,2,30
2,2,1,1,4077.5,5,2,0,0,3,4,3,0,3
1,1,0,2,1852.0,2,3,8,7,7,4,1,0,6
2,1,1,1,1161.0,27,26,24,23,37,42,6,8,103
2,2,1,2,1224.0,2,2,4,4,1,3,1,0,1
2,1,1,1,1161.0,2,3,8,11,15,25,2,0,1
2,2,1,1,4114.0,9,9,2,4,2,2,0,0,10
2,2,1,1,4077.5,14,16,8,8,3,5,3,1,12
3,1,1,1,2299.5,36,30,21,22,13,11,6,3,33
3,1,1,2,1506.0,0,0,6,5,39,38,0,0,3
3,1,1,2,1506.0,4,8,7,7,34,41,0,2,5
3,1,0,2,1506.0,6,6,6,5,33,39,2,3,5
2,2,0,1,2360.5,4,7,4,5,8,6,3,0,1
2,2,1,1,1073.25,17,13,7,9,2,4,1,2,0
2,2,1,1,2485.5,3,4,1,2,2,2,0,0,0
2,2,1,1,4114.0,0,0,0,0,0,1,0,0,0
2,2,1,1,3571.5,2,0,2,2,1,3,0,0,1
2,2,1,1,4376.0,0,0,0,0,5,3,1,1,4
3,1,0,2,1506.0,0,0,0,0,12,10,0,1,5
2,2,1,2,1224.0,0,2,4,3,6,2,1,1,2
2,1,1,1,1161.0,15,21,30,32,17,28,7,2,45
2,2,0,1,2485.5,8,8,6,6,12,15,0,0,10
2,2,1,2,3057.5,6,4,11,13,5,2,0,1,2
2,1,1,1,1161.0,24,23,22,22,20,18,1,3,48
2,2,0,1,4077.5,3,2,3,2,2,3,2,1,4
2,2,1,1,4376.0,0,0,0,0,4,1,1,2,2
2,2,1,1,1252.5,62,64,26,24,11,9,11,3,61
2,2,0,2,1224.0,1,1,3,3,28,4,0,1,1
3,1,1,1,1327.5,9,11,14,14,2,1,0,2,18
2,1,1,1,1161.0,13,12,33,32,23,22,2,0,21
2,2,1,1,3571.5,0,0,1,1,0,1,0,0,0
2,2,0,1,4114.0,16,9,2,1,2,2,0,0,13
2,2,1,2,3057.5,5,3,3,1,1,1,3,0,5
1,1,0,1,3384.5,34,34,11,11,39,23,7,6,76
1,1,0,2,1852.0,0,0,5,3,0,0,0,0,0
2,2,0,1,1073.25,4,5,0,0,2,0,1,2,0
2,2,0,2,1224.0,8,4,4,4,2,1,3,0,2
2,2,1,1,4114.0,0,0,0,0,0,0,0,0,0
2,2,1,1,3571.5,4,0,2,2,8,5,0,1,5
2,2,0,2,3057.5,11,9,3,4,0,0,0,3,4
3,2,1,2,1811.0,2,3,8,5,1,1,3,1,4
2,2,0,1,890.0,1,2,7,6,0,0,1,0,2
3,1,0,2,1506.0,9,9,10,9,14,14,1,1,6
2,2,1,1,1073.25,3,5,11,11,2,3,1,0,1
1,1,0,2,1852.0,3,2,3,4,5,7,0,1,3
2,2,1,1,2360.5,6,8,3,3,6,5,1,2,6
2,2,1,1,1252.5,3,8,2,5,2,2,0,0,0
3,2,0,2,1811.0,10,9,5,4,3,2,1,2,8
3,1,0,1,1327.5,17,13,0,0,6,6,0,0,11
2,2,1,1,2360.5,3,3,6,6,4,9,1,1,4
2,2,1,1,1252.5,45,47,35,29,8,9,5,2,44
2,2,1,1,4376.0,2,4,0,0,0,0,0,1,2
2,2,0,1,3571.5,0,0,2,1,4,1,0,0,0
2,2,1,1,2360.5,8,10,2,3,2,5,1,2,5
2,1,1,1,1161.0,13,12,18,19,18,18,3,1,35
3,1,1,2,1506.0,8,6,4,3,32,37,0,0,4
1,1,0,1,3384.5,7,10,13,12,18,18,2,4,19
2,2,1,1,4114.0,2,3,2,3,1,0,0,0,2
2,2,1,1,2360.5,10,10,5,5,7,8,1,1,7
2,2,1,1,890.0,5,5,3,3,11,4,1,1,4
2,1,1,1,1161.0,49,50,26,28,65,55,6,6,91
3,2,1,2,1811.0,4,3,6,3,1,2,1,1,6
3,1,1,1,1943.0,21,22,22,19,9,10,2,3,24
3,1,1,2,1506.0,9,9,5,5,27,30,0,0,6
2,2,1,1,4077.5,7,8,3,5,3,3,2,0,2
2,2,1,1,2064.333333,9,8,0,0,1,2,0,1,1
3,1,1,1,1327.5,15,22,57,50,13,16,1,3,53
3,1,0,2,1506.0,2,1,4,4,12,15,0,2,0
3,1,1,1,1327.5,0,0,0,0,1,3,0,0,0
1,1,1,1,3384.5,43,38,27,28,47,51,4,9,76
3,1,1,1,1327.5,11,8,0,0,6,6,2,2,16
2,2,1,1,1252.5,13,13,13,15,1,2,0,3,18
2,2,1,1,1073.25,3,8,14,17,2,1,2,1,1
2,2,1,1,4114.0,0,0,0,0,0,0,0,0,0
2,2,1,1,1252.5,16,16,24,26,1,3,5,2,14
2,2,1,1,1252.5,10,10,11,15,2,6,2,2,14
3,1,0,2,1506.0,0,0,0,0,15,16,0,0,1
3,1,0,1,2299.5,27,31,12,12,12,18,3,2,28
2,2,1,1,2064.333333,21,19,0,0,4,2,1,2,3
2,2,1,1,2485.5,18,19,14,15,29,38,0,0,28
1,1,1,2,1852.0,9,7,4,3,7,2,2,0,7
3,1,1,1,2299.5,14,13,12,12,6,7,2,0,14
2,1,1,1,1161.0,8,8,29,32,15,16,2,0,18
3,1,0,1,1327.5,0,0,0,0,5,2,0,0,0
1,1,1,1,3384.5,32,32,19,18,11,10,3,2,45
2,2,1,1,4077.5,0,0,1,2,5,2,2,2,4
2,2,1,1,1252.5,42,39,33,33,32,12,10,5,78
2,2,1,1,4077.5,2,1,0,0,3,5,3,2,7
2,2,1,1,2360.5,1,2,2,2,2,2,0,0,0
2,2,1,1,4114.0,7,10,1,2,0,0,0,0,9
2,2,1,1,4077.5,0,0,0,0,0,0,0,0,0
1,1,1,1,3384.5,11,9,24,21,19,11,2,2,19
3,1,1,2,1506.0,1,0,11,11,17,21,1,2,0
2,2,0,1,1252.5,9,2,20,15,3,1,1,1,11
2,1,1,1,1161.0,7,13,29,28,24,20,3,2,22
2,2,0,1,4077.5,6,3,1,1,2,3,0,3,8
2,2,1,2,1224.0,3,6,10,11,2,6,0,0,5
3,1,1,2,1506.0,13,20,11,20,23,26,0,0,5
2,1,1,1,1161.0,22,23,23,24,28,18,2,1,38
2,2,1,1,1252.5,0,0,1,3,0,0,0,0,0
3,1,1,2,1506.0,23,42,11,20,14,12,0,0,9
2,2,0,1,1073.25,3,4,8,5,1,2,0,2,1
2,2,1,1,1073.25,6,6,0,0,4,3,0,2,2
2,2,1,2,3057.5,10,10,10,10,1,1,1,2,5
2,2,1,1,4114.0,5,7,2,2,1,0,0,0,7
3,1,1,1,1327.5,6,7,18,16,3,2,2,2,8
2,1,1,1,1161.0,37,26,29,28,39,29,3,3,63
2,2,1,1,4077.5,6,5,1,0,1,2,1,1,15
3,1,1,1,1943.0,7,6,11,9,9,10,2,2,9
3,1,1,1,1327.5,36,37,36,34,8,12,6,2,53
2,2,0,1,1252.5,24,23,14,13,13,3,0,1,30
2,2,1,1,2360.5,0,0,2,1,2,2,0,0,0
2,2,1,1,2064.333333,3,5,0,0,1,4,2,1,1
3,1,1,1,1943.0,5,2,7,7,10,5,0,0,9
1,1,1,2,1852.0,0,0,2,3,3,3,0,0,2
2,2,1,1,4114.0,2,3,1,1,1,3,0,0,2
1,1,0,2,1852.0,3,1,8,8,4,5,1,1,4
2,2,1,1,4077.5,2,2,1,1,2,3,1,1,5
2,1,1,1,1161.0,17,21,24,24,15,24,3,2,34
2,1,1,1,1161.0,37,37,21,22,47,30,4,3,99
3,1,0,2,1506.0,9,8,5,4,15,24,0,1,6
2,1,1,1,1161.0,9,11,28,29,33,29,3,1,31
2,2,0,1,2360.5,9,8,4,3,5,6,0,2,6
1,1,1,1,3384.5,8,4,10,12,9,6,0,4,17
2,2,1,1,4077.5,10,20,8,5,2,3,1,4,26
1,1,0,2,1852.0,3,2,5,6,6,1,1,1,4
2,2,1,2,3057.5,1,3,10,10,5,1,0,1,6
3,1,0,1,2299.5,7,9,9,8,10,6,1,2,9
2,2,1,1,4114.0,9,12,3,3,0,0,0,0,19
2,2,1,1,2064.333333,16,15,2,2,0,0,2,0,1
3,1,0,1,2299.5,10,9,8,9,9,3,1,0,11
3,1,0,1,1943.0,3,1,1,2,4,4,0,0,8
2,2,0,1,3571.5,1,0,1,1,1,1,0,2,3
2,2,1,1,1252.5,10,8,33,36,6,6,0,4,11
3,2,1,2,1811.0,10,12,7,7,5,6,2,2,11
2,2,1,1,890.0,2,2,3,2,3,3,1,0,5
2,2,1,1,2360.5,34,34,2,3,5,4,0,0,5
3,1,1,1,1327.5,11,6,0,0,9,5,1,1,12
3,1,1,1,1327.5,56,48,0,0,16,12,3,4,57
3,1,1,2,1506.0,8,8,13,13,38,39,3,0,15
3,1,1,1,1327.5,6,3,0,0,5,1,0,0,7
2,2,1,1,4114.0,6,4,2,3,0,0,0,0,10
1,1,0,1,3384.5,7,9,15,12,13,11,3,0,13
2,2,1,2,3057.5,0,0,0,0,0,0,0,0,0
2,2,1,1,1073.25,5,5,10,11,3,3,0,5,2
3,1,1,1,1327.5,15,11,58,64,12,16,0,3,45
2,2,0,1,4077.5,4,3,1,0,1,1,0,0,3
2,2,1,1,1073.25,6,6,7,8,0,0,1,2,0
2,2,1,1,3571.5,1,0,4,2,3,0,0,0,3
2,2,1,1,2360.5,12,11,4,4,4,2,3,2,11
2,2,1,1,1073.25,8,6,11,11,0,1,1,0,0
2,2,1,1,1073.25,2,1,10,11,1,1,0,1,0
2,2,0,1,2064.333333,3,5,0,0,1,1,0,0,0
1,1,1,1,3384.5,11,9,14,14,18,11,4,4,20
2,2,1,1,4114.0,0,0,0,0,0,0,0,0,0
3,1,1,1,1943.0,11,9,18,18,7,13,3,6,22
3,1,1,1,2299.5,7,9,11,12,4,6,1,1,8
1,1,1,1,3384.5,10,9,27,28,13,13,2,4,23
1,1,0,2,1852.0,0,0,1,0,0,0,0,0,1
3,1,1,2,1506.0,9,5,10,11,46,41,0,2,6
1,1,1,1,3384.5,16,17,23,26,16,8,8,4,15
2,2,1,1,4376.0,1,0,0,0,2,2,0,1,3
3,1,1,1,2299.5,14,7,23,23,16,16,0,2,24
2,1,0,1,1161.0,5,7,24,23,16,25,0,2,17
1,1,1,2,1852.0,6,7,2,2,2,2,3,4,8
1,1,1,1,3384.5,41,46,25,22,47,48,5,7,63
2,1,1,1,1161.0,0,0,0,0,3,2,0,0,0
2,2,1,1,2360.5,11,10,4,4,3,2,4,1,8
2,2,1,1,890.0,5,6,2,2,1,3,3,1,4
2,1,0,1,1161.0,9,7,19,18,20,18,2,0,21
2,2,0,1,2064.333333,8,4,0,0,4,3,1,1,8
2,2,1,1,4114.0,0,0,0,0,0,0,0,0,0
1,1,1,1,3384.5,17,14,27,28,15,17,3,1,17
3,1,1,1,1327.5,32,37,31,35,12,5,3,4,35
2,1,1,1,1161.0,11,13,22,23,21,32,2,1,3
2,2,1,1,1252.5,17,19,21,24,3,3,4,4,22
2,2,1,1,2360.5,1,1,4,3,4,6,1,0,1
1,1,1,2,1852.0,3,3,10,9,6,5,2,0,7
2,2,1,1,4077.5,6,7,9,8,0,0,1,2,8
2,2,1,1,1252.5,20,23,25,30,6,7,4,2,18
2,2,1,1,2064.333333,0,0,0,0,0,0,0,0,1
2,2,1,1,4077.5,1,0,0,1,1,2,2,1,4
3,1,0,1,1327.5,29,25,11,9,9,4,5,1,20
1,1,1,1,3384.5,48,41,22,22,43,39,7,6,64
2,2,1,1,2064.333333,41,42,0,0,1,1,0,0,4
3,1,0,2,1506.0,5,5,5,5,21,18,1,0,2
2,2,1,1,4376.0,3,1,0,0,4,2,0,0,4
3,1,1,2,1506.0,8,5,6,6,29,37,0,0,4
3,1,0,2,1506.0,2,1,3,2,29,30,0,0,1
2,2,1,2,1224.0,2,2,5,5,9,9,1,0,1
1,1,1,1,3384.5,9,12,22,23,21,17,2,3,18
2,2,1,1,2485.5,6,6,11,12,15,14,0,0,14
3,1,1,2,1506.0,5,11,13,11,25,24,0,1,5
3,1,1,1,1327.5,6,5,0,0,5,6,1,2,5
3,1,1,1,1943.0,18,18,20,19,13,11,0,2,29
3,1,0,1,2299.5,8,6,12,11,2,3,0,1,12
2,2,1,1,890.0,1,2,2,1,2,2,2,0,1
3,1,1,2,1506.0,1,5,11,10,22,26,1,0,4
2,2,1,2,3057.5,5,6,11,10,1,3,1,0,4
3,1,1,2,1506.0,7,4,11,10,24,23,1,1,2
1,1,1,1,3384.5,9,14,18,20,12,8,1,1,17
3,1,1,1,1327.5,18,21,51,48,7,9,3,3,35
2,2,1,1,2360.5,5,3,3,3,6,8,1,0,5
2,2,1,2,3057.5,3,3,7,9,1,0,2,1,6
1,1,1,1,3384.5,24,27,16,16,37,29,2,3,46
3,1,1,2,1506.0,4,5,8,7,64,60,0,0,2
2,2,1,2,1224.0,0,0,4,4,3,6,0,0,0
2,2,1,1,2360.5,5,7,5,5,9,11,0,1,3
3,1,1,1,2299.5,26,28,26,24,23,23,1,1,23
2,2,1,1,3571.5,0,0,1,3,3,4,1,0,0
2,2,1,1,1073.25,0,0,4,5,2,1,0,0,0
2,2,1,1,4376.0,2,3,0,0,4,8,1,0,0
2,2,1,1,2360.5,14,8,4,4,6,6,3,0,11
2,2,0,1,3571.5,4,4,3,2,6,5,2,0,2
1,1,1,2,1852.0,3,4,5,5,5,7,2,1,5
3,1,0,2,1506.0,3,6,4,3,28,25,0,1,4
1,1,1,2,1852.0,8,7,5,5,5,0,0,2,12
2,2,1,2,3057.5,2,3,5,5,2,2,0,0,8
2,2,1,1,890.0,1,0,3,4,1,0,0,1,0
2,2,0,1,4114.0,11,6,0,1,0,0,0,0,14
3,2,1,2,1811.0,17,10,3,5,7,5,2,3,18
2,2,0,1,890.0,8,7,5,5,5,1,0,2,10
1,1,1,1,3384.5,34,32,24,23,26,21,2,4,44
2,2,0,1,3571.5,0,0,2,1,3,2,0,1,0
2,2,0,1,4077.5,1,2,9,11,3,1,1,0,5
2,2,1,1,3571.5,2,4,2,2,2,2,2,1,8
3,1,1,1,1943.0,19,19,19,15,9,9,2,4,16
3,2,1,2,1811.0,5,5,7,8,3,2,1,2,6
2,2,1,1,4077.5,9,6,2,1,6,2,1,1,5
1,1,1,1,3384.5,6,3,31,30,13,10,1,3,25
3,2,1,2,1811.0,2,5,15,13,1,3,0,2,1
2,2,1,2,3057.5,4,5,7,10,1,1,2,1,4
3,1,0,2,1506.0,6,7,8,7,43,36,0,0,9
3,1,0,2,1506.0,13,13,4,3,32,31,1,2,7
3,1,1,2,1506.0,3,3,8,8,19,17,0,1,2
3,1,1,1,1327.5,13,14,15,17,5,5,2,0,15
3,1,1,1,2299.5,8,8,17,17,8,9,1,1,8
1,1,1,1,3384.5,52,47,22,21,35,30,3,6,62
2,2,1,2,1224.0,4,6,5,5,6,12,3,1,7
2,1,1,1,1161.0,46,43,30,31,46,42,4,3,95
2,2,1,1,4114.0,0,0,0,0,2,2,0,0,0
2,2,1,1,3571.5,1,0,1,1,2,1,0,0,0
2,1,1,1,1161.0,32,38,25,26,55,45,3,4,64
2,2,1,1,4077.5,0,0,0,0,0,0,0,0,0
1,1,1,2,1852.0,9,8,10,10,2,1,3,1,18
2,2,1,1,890.0,1,2,3,1,4,2,0,0,1
2,2,0,1,4376.0,0,0,0,0,3,3,0,1,7
2,1,0,1,1161.0,7,3,9,11,11,9,0,3,14
2,2,1,1,2360.5,2,4,2,2,6,6,0,3,2
2,2,1,1,2485.5,15,14,12,13,0,0,0,0,55
3,2,1,2,1811.0,3,6,5,4,0,1,0,0,2
2,2,1,1,890.0,2,3,4,4,2,2,0,2,6
2,2,1,1,890.0,0,0,2,2,0,2,1,0,1
2,2,0,1,2064.333333,3,5,0,0,0,0,1,1,1
3,1,0,2,1506.0,17,16,7,7,26,25,2,1,9
2,2,1,2,1224.0,6,5,3,5,9,9,1,0,5
3,2,1,2,1811.0,12,12,6,8,2,4,3,2,12
2,2,1,1,1073.25,4,4,15,14,5,3,1,4,0
3,1,1,2,1506.0,4,3,8,8,25,29,1,0,2
2,2,1,1,1252.5,12,8,17,20,0,0,0,0,12
2,2,1,1,1252.5,35,37,20,17,7,16,4,6,30
3,1,1,2,1506.0,10,10,5,7,22,26,0,0,3
2,2,1,1,2064.333333,22,26,0,0,1,4,3,2,6
1,1,0,1,3384.5,19,16,19,20,35,24,4,3,33
2,1,1,1,1161.0,4,4,7,12,17,21,0,0,4
2,2,1,1,1073.25,6,8,14,12,5,2,2,1,0
3,1,1,2,1506.0,8,8,8,8,34,31,3,4,18
2,2,1,1,4376.0,0,0,0,0,3,3,1,0,2
3,1,1,2,1506.0,13,13,7,6,54,43,4,0,5
3,1,1,1,1327.5,7,7,27,22,0,4,0,3,11
1,1,0,2,1852.0,3,5,0,0,6,9,2,3,5
2,2,1,1,4077.5,4,1,3,4,2,4,1,4,11
2,2,1,1,4114.0,13,11,4,3,0,1,0,0,15
2,2,1,1,1073.25,7,10,11,13,3,4,0,0,1
2,2,1,1,1252.5,39,52,31,27,10,9,7,4,34
3,1,1,1,2299.5,44,34,23,24,15,18,2,1,53
2,2,1,2,3057.5,2,2,1,1,0,1,0,0,1
3,1,1,1,1943.0,6,6,9,9,6,7,2,2,18
2,2,1,1,1073.25,5,3,2,2,3,4,1,0,0
2,2,0,2,3057.5,5,1,0,1,0,0,3,1,3
3,1,1,1,1327.5,43,47,65,63,31,17,8,3,42
1,1,1,1,3384.5,43,41,22,23,30,23,3,5,66
2,2,1,1,1073.25,8,8,7,6,1,0,2,2,0
2,2,0,1,890.0,2,2,2,2,3,3,0,0,3
3,1,1,1,1327.5,0,0,0,0,1,2,0,0,0
2,1,1,1,1161.0,14,15,24,25,21,17,0,2,28
2,2,1,1,2064.333333,13,18,0,0,2,1,0,0,3
1,1,1,2,1852.0,2,2,6,5,8,6,2,1,6
2,2,1,1,2485.5,3,4,9,10,10,15,0,0,11
2,2,1,1,1073.25,10,12,13,11,4,3,1,0,0
2,2,1,1,2360.5,5,2,7,7,11,13,0,0,4
3,1,1,2,1506.0,0,0,6,5,30,25,0,0,0
2,2,1,1,2485.5,2,1,7,7,9,7,0,0,17
2,2,1,1,2064.333333,7,4,0,0,0,1,1,1,2
3,2,0,2,1811.0,2,2,2,3,3,3,1,1,2
1,1,0,2,1852.0,0,0,7,7,2,7,2,0,2
3,2,1,2,1811.0,11,11,7,7,0,2,2,0,10
2,2,1,1,2360.5,1,2,3,4,3,3,2,0,1
2,2,1,1,1252.5,42,42,28,29,5,7,3,5,38
2,1,1,1,1161.0,9,7,31,29,24,22,1,2,20
3,1,0,2,1506.0,3,3,5,5,22,19,0,0,1
1,1,1,1,3384.5,16,18,23,21,4,13,1,2,30
3,1,0,2,1506.0,0,0,0,0,27,18,0,0,0
3,1,1,1,1327.5,10,4,14,15,1,2,1,3,14
2,2,1,1,2360.5,4,1,4,4,4,3,1,1,3
2,2,1,1,3571.5,1,0,3,2,1,3,0,1,1
2,2,1,1,3571.5,1,2,2,3,7,5,0,1,1
3,1,1,2,1506.0,9,9,7,7,43,39,1,2,6
2,2,1,1,2485.5,21,19,15,15,27,26,0,0,35
2,2,1,1,4114.0,2,5,3,3,1,0,0,0,5
2,2,0,1,4114.0,0,0,1,0,2,1,0,0,0
2,2,0,1,1252.5,36,27,20,18,5,1,2,3,40
1,1,0,2,1852.0,4,4,2,4,4,5,1,1,4
2,2,1,2,1224.0,6,4,8,8,8,6,0,0,2
2,2,1,2,1224.0,3,6,4,4,4,3,0,1,2
3,1,1,1,1327.5,0,0,0,0,3,3,0,0,0
2,2,1,1,3571.5,2,1,4,3,3,2,1,2,1
2,2,1,1,2360.5,3,5,2,1,2,3,0,0,4
2,2,1,2,3057.5,11,9,6,6,1,3,0,1,2
3,1,1,1,2299.5,38,36,22,22,22,18,4,7,44
2,1,1,1,1161.0,12,13,0,2,5,11,0,0,5
2,2,0,1,3571.5,1,1,4,2,1,5,0,0,1
3,1,1,1,1327.5,5,6,0,0,8,6,3,0,12
1,1,1,1,3384.5,36,37,26,27,30,27,5,6,58
2,2,1,1,2360.5,7,6,2,3,6,5,0,0,5
2,1,1,1,1161.0,11,14,33,33,24,21,4,3,18
2,2,1,1,1073.25,10,14,7,8,1,3,2,1,1
1,1,1,1,3384.5,18,17,26,26,14,13,1,1,32
1,1,1,2,1852.0,3,4,1,2,2,2,0,0,6
2,2,1,1,3571.5,1,3,2,2,3,2,2,1,3
2,1,1,1,1161.0,15,19,24,25,25,20,2,1,29
3,1,1,2,1506.0,9,10,5,3,29,28,0,0,4
3,1,1,1,1327.5,12,10,0,0,8,10,0,1,13
3,1,1,1,1327.5,0,0,0,0,6,2,0,0,0
2,2,1,1,4077.5,1,5,3,3,2,1,4,3,11
3,1,1,1,2299.5,5,7,17,18,9,8,0,1,7
2,2,1,1,2064.333333,0,0,0,0,0,0,0,0,4
3,1,1,2,1506.0,13,14,9,10,42,39,2,1,7
2,2,0,1,2064.333333,16,14,0,0,1,2,2,2,3
3,1,0,1,1327.5,9,7,0,0,3,1,1,0,13
2,2,1,2,1224.0,4,4,6,7,15,14,0,0,2
2,2,1,1,1073.25,15,13,23,24,3,3,2,6,0
3,1,0,2,1506.0,0,0,0,0,10,12,0,0,0
3,2,1,2,1811.0,4,15,4,3,5,3,4,1,0
2,2,0,2,3057.5,5,3,3,5,3,0,5,2,4
